[Year],[Metric],[Metric Sort],[Case],[Value]
2037,Oil Production (mb/d),1002,Project Granite Basin |Main Plan,9
2037,Oil Production (mb/d),1002,Project Ironwood |Main Plan,0
2037,Oil Production (mb/d),1002,Project Northstar |Main Plan,21
2037,Oil Production (mb/d),1002,Project Raven Rock |Main Plan,0
2037,Oil Production (mb/d),1002,Project Redcliff |Main Plan,3
2037,Oil Production (mb/d),1002,Project Silver Peak |Main Plan,37
2037,NGL Production (mb/d),1003,Project Cedar Point |Manual,0
2037,NGL Production (mb/d),1003,Project Eagle Pass |Manual,0
2037,NGL Production (mb/d),1003,Project Raven Rock |Main Plan,0
2037,NGL Production (mb/d),1003,Project Redcliff |Main Plan,0
2037,Gas Production (mmscf/d),1004,Project Granite Basin |Main Plan,303
2037,Gas Production (mmscf/d),1004,Project Ironwood |Main Plan,9
2037,Gas Production (mmscf/d),1004,Project Raven Rock |Main Plan,161
2037,Gas Production (mmscf/d),1004,Project Redcliff |Main Plan,103
2037,Revenue Generating Total Prod (mboed),1005,Project Blue Horizon |Main Plan,93
2037,Revenue Generating Total Prod (mboed),1005,Project Cedar Point |Manual,20
2037,Revenue Generating Total Prod (mboed),1005,Project Copper Bay |Main Plan,3
2037,Revenue Generating Total Prod (mboed),1005,Project Eagle Pass |Manual,20
2037,Revenue Generating Total Prod (mboed),1005,Project Granite Basin |Main Plan,62
2037,Revenue Generating Total Prod (mboed),1005,Project Ironwood |Main Plan,1
2037,Revenue Generating Total Prod (mboed),1005,Project Northstar |Main Plan,21
2037,Revenue Generating Total Prod (mboed),1005,Project Raven Rock |Main Plan,29
2037,Revenue Generating Total Prod (mboed),1005,Project Redcliff |Main Plan,20
2037,Revenue Generating Total Prod (mboed),1005,Project Silver Peak |Main Plan,37
2037,Gas - Non-Revenue Generating Prod (mmscfd),1008,Project Redcliff |Main Plan,-11
2037,Equity Accounted Total Production (mboed),1009,Project Cedar Point |Manual,0
2037,Equity Accounted Total Production (mboed),1009,Project Eagle Pass |Manual,0
2037,Liquids Production (mboed),1013,Project Blue Horizon |Main Plan,93
2037,Liquids Production (mboed),1013,Project Cedar Point |Manual,20
2037,Liquids Production (mboed),1013,Project Copper Bay |Main Plan,3
2037,Liquids Production (mboed),1013,Project Eagle Pass |Manual,20
2037,Liquids Production (mboed),1013,Project Granite Basin |Main Plan,9
2037,Liquids Production (mboed),1013,Project Ironwood |Main Plan,0
2037,Liquids Production (mboed),1013,Project Northstar |Main Plan,21
2037,Liquids Production (mboed),1013,Project Raven Rock |Main Plan,0
2037,Liquids Production (mboed),1013,Project Redcliff |Main Plan,3
2037,Liquids Production (mboed),1013,Project Silver Peak |Main Plan,37
2037,Revenue Generating Total Prod (mboe),1015,Project Blue Horizon |Main Plan,33.945
2037,Revenue Generating Total Prod (mboe),1015,Project Copper Bay |Main Plan,1.095
2037,Revenue Generating Total Prod (mboe),1015,Project Granite Basin |Main Plan,22.63
2037,Revenue Generating Total Prod (mboe),1015,Project Ironwood |Main Plan,0.365
2037,Revenue Generating Total Prod (mboe),1015,Project Northstar |Main Plan,7.665
2037,Revenue Generating Total Prod (mboe),1015,Project Raven Rock |Main Plan,10.585
2037,Revenue Generating Total Prod (mboe),1015,Project Redcliff |Main Plan,7.3
2037,Revenue Generating Total Prod (mboe),1015,Project Silver Peak |Main Plan,13.505
2037,Gross Margin,2001,Project Blue Horizon |Main Plan,2059
2037,Gross Margin,2001,Project Cedar Point |Manual,870
2037,Gross Margin,2001,Project Copper Bay |Main Plan,88
2037,Gross Margin,2001,Project Eagle Pass |Manual,870
2037,Gross Margin,2001,Project Granite Basin |Main Plan,692
2037,Gross Margin,2001,Project Ironwood |Main Plan,24
2037,Gross Margin,2001,Project Northstar |Main Plan,498
2037,Gross Margin,2001,Project Raven Rock |Main Plan,230
2037,Gross Margin,2001,Project Redcliff |Main Plan,326
2037,Gross Margin,2001,Project Silver Peak |Main Plan,924
2037,Total Cash Costs,2002,Project Blue Horizon |Main Plan,-523
2037,Total Cash Costs,2002,Project Cedar Point |Manual,-260
2037,Total Cash Costs,2002,Project Copper Bay |Main Plan,-98
2037,Total Cash Costs,2002,Project Eagle Pass |Manual,-260
2037,Total Cash Costs,2002,Project Granite Basin |Main Plan,-94
2037,Total Cash Costs,2002,Project Ironwood |Main Plan,-7
2037,Total Cash Costs,2002,Project Northstar |Main Plan,-237
2037,Total Cash Costs,2002,Project Raven Rock |Main Plan,-14
2037,Total Cash Costs,2002,Project Redcliff |Main Plan,-166
2037,Total Cash Costs,2002,Project Silver Peak |Main Plan,-216
2037,Production Costs,2003,Project Blue Horizon |Main Plan,-523
2037,Production Costs,2003,Project Cedar Point |Manual,-200
2037,Production Costs,2003,Project Copper Bay |Main Plan,-96
2037,Production Costs,2003,Project Eagle Pass |Manual,-200
2037,Production Costs,2003,Project Granite Basin |Main Plan,-72
2037,Production Costs,2003,Project Ironwood |Main Plan,-7
2037,Production Costs,2003,Project Northstar |Main Plan,-237
2037,Production Costs,2003,Project Raven Rock |Main Plan,-14
2037,Production Costs,2003,Project Redcliff |Main Plan,-70
2037,Production Costs,2003,Project Silver Peak |Main Plan,-164
2037,EBITDA,2004,Project Blue Horizon |Main Plan,1536
2037,EBITDA,2004,Project Cedar Point |Manual,610
2037,EBITDA,2004,Project Copper Bay |Main Plan,-10
2037,EBITDA,2004,Project Eagle Pass |Manual,610
2037,EBITDA,2004,Project Granite Basin |Main Plan,598
2037,EBITDA,2004,Project Ironwood |Main Plan,17
2037,EBITDA,2004,Project Northstar |Main Plan,261
2037,EBITDA,2004,Project Raven Rock |Main Plan,216
2037,EBITDA,2004,Project Redcliff |Main Plan,160
2037,EBITDA,2004,Project Silver Peak |Main Plan,708
2037,DD&A Charge,2005,Project Blue Horizon |Main Plan,-1079
2037,DD&A Charge,2005,Project Cedar Point |Manual,-390
2037,DD&A Charge,2005,Project Copper Bay |Main Plan,-25
2037,DD&A Charge,2005,Project Eagle Pass |Manual,-390
2037,DD&A Charge,2005,Project Granite Basin |Main Plan,-320
2037,DD&A Charge,2005,Project Highland Crest |Main Plan,-47
2037,DD&A Charge,2005,Project Ironwood |Main Plan,-6
2037,DD&A Charge,2005,Project Northstar |Main Plan,-72
2037,DD&A Charge,2005,Project Raven Rock |Main Plan,-153
2037,DD&A Charge,2005,Project Redcliff |Main Plan,-91
2037,DD&A Charge,2005,Project Silver Peak |Main Plan,-448
2037,Related Company Income,2006,Project Cedar Point |Manual,0
2037,Related Company Income,2006,Project Eagle Pass |Manual,0
2037,Underlying RCOP,2007,Project Blue Horizon |Main Plan,457
2037,Underlying RCOP,2007,Project Cedar Point |Manual,230
2037,Underlying RCOP,2007,Project Copper Bay |Main Plan,-35
2037,Underlying RCOP,2007,Project Eagle Pass |Manual,230
2037,Underlying RCOP,2007,Project Granite Basin |Main Plan,278
2037,Underlying RCOP,2007,Project Highland Crest |Main Plan,-47
2037,Underlying RCOP,2007,Project Ironwood |Main Plan,11
2037,Underlying RCOP,2007,Project Northstar |Main Plan,189
2037,Underlying RCOP,2007,Project Raven Rock |Main Plan,63
2037,Underlying RCOP,2007,Project Redcliff |Main Plan,69
2037,Underlying RCOP,2007,Project Silver Peak |Main Plan,260
2037,Working Capital Changes (SEA),3001,Project Blue Horizon |Main Plan,2
2037,Working Capital Changes (SEA),3001,Project Cedar Point |Manual,-100
2037,Working Capital Changes (SEA),3001,Project Copper Bay |Main Plan,-41
2037,Working Capital Changes (SEA),3001,Project Eagle Pass |Manual,-100
2037,Working Capital Changes (SEA),3001,Project Granite Basin |Main Plan,-267
2037,Working Capital Changes (SEA),3001,Project Highland Crest |Main Plan,-4
2037,Working Capital Changes (SEA),3001,Project Raven Rock |Main Plan,6
2037,Working Capital Changes (SEA),3001,Project Redcliff |Main Plan,-2
2037,Working Capital Changes (SEA),3001,Project Silver Peak |Main Plan,2
2037,Working Capital Changes (SEA),3001,Project Stonehaven |Main Plan,-52
2037,Decommissioning Payments,3002,Project Cedar Point |Manual,-110
2037,Decommissioning Payments,3002,Project Copper Bay |Main Plan,-46
2037,Decommissioning Payments,3002,Project Eagle Pass |Manual,-110
2037,Decommissioning Payments,3002,Project Granite Basin |Main Plan,-205
2037,Decommissioning Payments,3002,Project Highland Crest |Main Plan,-4
2037,Decommissioning Payments,3002,Project Redcliff |Main Plan,-6
2037,Decommissioning Payments,3002,Project Stonehaven |Main Plan,-52
2037,Lease Interest paid,3003,Project Cedar Point |Manual,0
2037,Lease Interest paid,3003,Project Eagle Pass |Manual,0
2037,Total Dividend Received,3004,Project Cedar Point |Manual,0
2037,Total Dividend Received,3004,Project Eagle Pass |Manual,0
2037,Operating Cashflow,3005,Project Blue Horizon |Main Plan,1534
2037,Operating Cashflow,3005,Project Cedar Point |Manual,520
2037,Operating Cashflow,3005,Project Copper Bay |Main Plan,-52
2037,Operating Cashflow,3005,Project Eagle Pass |Manual,520
2037,Operating Cashflow,3005,Project Granite Basin |Main Plan,330
2037,Operating Cashflow,3005,Project Highland Crest |Main Plan,-5
2037,Operating Cashflow,3005,Project Ironwood |Main Plan,16
2037,Operating Cashflow,3005,Project Northstar |Main Plan,260
2037,Operating Cashflow,3005,Project Raven Rock |Main Plan,221
2037,Operating Cashflow,3005,Project Redcliff |Main Plan,157
2037,Operating Cashflow,3005,Project Silver Peak |Main Plan,709
2037,Operating Cashflow,3005,Project Stonehaven |Main Plan,-52
2037,Cash Capex,3006,Project Blue Horizon |Main Plan,-1109
2037,Cash Capex,3006,Project Cedar Point |Manual,-190
2037,Cash Capex,3006,Project Copper Bay |Main Plan,-2
2037,Cash Capex,3006,Project Eagle Pass |Manual,-190
2037,Cash Capex,3006,Project Granite Basin |Main Plan,-52
2037,Cash Capex,3006,Project Ironwood |Main Plan,-3
2037,Cash Capex,3006,Project Northstar |Main Plan,-33
2037,Cash Capex,3006,Project Raven Rock |Main Plan,-22
2037,Cash Capex,3006,Project Redcliff |Main Plan,-21
2037,Cash Capex,3006,Project Silver Peak |Main Plan,-263
2037,Cash Flow from Sale of Operations,3007,Project Cedar Point |Manual,0
2037,Cash Flow from Sale of Operations,3007,Project Eagle Pass |Manual,0
2037,Pre Tax Cash Flow,3008,Project Blue Horizon |Main Plan,425
2037,Pre Tax Cash Flow,3008,Project Cedar Point |Manual,330
2037,Pre Tax Cash Flow,3008,Project Copper Bay |Main Plan,-54
2037,Pre Tax Cash Flow,3008,Project Eagle Pass |Manual,330
2037,Pre Tax Cash Flow,3008,Project Granite Basin |Main Plan,278
2037,Pre Tax Cash Flow,3008,Project Highland Crest |Main Plan,-5
2037,Pre Tax Cash Flow,3008,Project Ironwood |Main Plan,13
2037,Pre Tax Cash Flow,3008,Project Northstar |Main Plan,222
2037,Pre Tax Cash Flow,3008,Project Raven Rock |Main Plan,199
2037,Pre Tax Cash Flow,3008,Project Redcliff |Main Plan,136
2037,Pre Tax Cash Flow,3008,Project Silver Peak |Main Plan,446
2037,Pre Tax Cash Flow,3008,Project Stonehaven |Main Plan,-52
2037,Capital Employed,4001,Project Blue Horizon |Main Plan,375
2037,Capital Employed,4001,Project Cedar Point |Manual,1790
2037,Capital Employed,4001,Project Copper Bay |Main Plan,86
2037,Capital Employed,4001,Project Eagle Pass |Manual,1790
2037,Capital Employed,4001,Project Granite Basin |Main Plan,-26
2037,Capital Employed,4001,Project Highland Crest |Main Plan,2158
2037,Capital Employed,4001,Project Ironwood |Main Plan,83
2037,Capital Employed,4001,Project Northstar |Main Plan,-29
2037,Capital Employed,4001,Project Raven Rock |Main Plan,-1182
2037,Capital Employed,4001,Project Redcliff |Main Plan,221
2037,Capital Employed,4001,Project Silver Peak |Main Plan,1190
2037,Capital Employed,4001,Project Stonehaven |Main Plan,0
2038,Total Production (mboed),1001,Project Blue Horizon |Main Plan,89
2038,Total Production (mboed),1001,Project Cedar Point |Manual,20
2038,Total Production (mboed),1001,Project Eagle Pass |Manual,20
2038,Total Production (mboed),1001,Project Granite Basin |Main Plan,31
2038,Total Production (mboed),1001,Project Ironwood |Main Plan,1
2038,Total Production (mboed),1001,Project Northstar |Main Plan,19
2038,Total Production (mboed),1001,Project Raven Rock |Main Plan,23
2038,Total Production (mboed),1001,Project Redcliff |Main Plan,18
2038,Total Production (mboed),1001,Project Silver Peak |Main Plan,39
2038,Oil Production (mb/d),1002,Project Blue Horizon |Main Plan,89
2038,Oil Production (mb/d),1002,Project Cedar Point |Manual,20
2038,Oil Production (mb/d),1002,Project Eagle Pass |Manual,20
2038,Oil Production (mb/d),1002,Project Granite Basin |Main Plan,5
2038,Oil Production (mb/d),1002,Project Ironwood |Main Plan,0
2038,Oil Production (mb/d),1002,Project Northstar |Main Plan,19
2038,Oil Production (mb/d),1002,Project Raven Rock |Main Plan,0
2038,Oil Production (mb/d),1002,Project Redcliff |Main Plan,3
2038,Oil Production (mb/d),1002,Project Silver Peak |Main Plan,39
2038,NGL Production (mb/d),1003,Project Cedar Point |Manual,0
2038,NGL Production (mb/d),1003,Project Eagle Pass |Manual,0
2038,NGL Production (mb/d),1003,Project Raven Rock |Main Plan,0
2038,NGL Production (mb/d),1003,Project Redcliff |Main Plan,0
2038,Gas Production (mmscf/d),1004,Project Granite Basin |Main Plan,151
2038,Gas Production (mmscf/d),1004,Project Ironwood |Main Plan,6
2038,Gas Production (mmscf/d),1004,Project Raven Rock |Main Plan,129
2038,Gas Production (mmscf/d),1004,Project Redcliff |Main Plan,86
2038,Revenue Generating Total Prod (mboed),1005,Project Blue Horizon |Main Plan,89
2038,Revenue Generating Total Prod (mboed),1005,Project Cedar Point |Manual,20
2038,Revenue Generating Total Prod (mboed),1005,Project Eagle Pass |Manual,20
2038,Revenue Generating Total Prod (mboed),1005,Project Granite Basin |Main Plan,31
2038,Revenue Generating Total Prod (mboed),1005,Project Ironwood |Main Plan,1
2038,Revenue Generating Total Prod (mboed),1005,Project Northstar |Main Plan,19
2038,Revenue Generating Total Prod (mboed),1005,Project Raven Rock |Main Plan,23
2038,Revenue Generating Total Prod (mboed),1005,Project Redcliff |Main Plan,17
2038,Revenue Generating Total Prod (mboed),1005,Project Silver Peak |Main Plan,39
2038,Gas - Non-Revenue Generating Prod (mmscfd),1008,Project Redcliff |Main Plan,-10
2038,Equity Accounted Total Production (mboed),1009,Project Cedar Point |Manual,0
2038,Equity Accounted Total Production (mboed),1009,Project Eagle Pass |Manual,0
2038,Liquids Production (mboed),1013,Project Blue Horizon |Main Plan,89
2038,Liquids Production (mboed),1013,Project Cedar Point |Manual,20
2038,Liquids Production (mboed),1013,Project Eagle Pass |Manual,20
2038,Liquids Production (mboed),1013,Project Granite Basin |Main Plan,5
2038,Liquids Production (mboed),1013,Project Ironwood |Main Plan,0
2038,Liquids Production (mboed),1013,Project Northstar |Main Plan,19
2038,Liquids Production (mboed),1013,Project Raven Rock |Main Plan,0
2038,Liquids Production (mboed),1013,Project Redcliff |Main Plan,3
2038,Liquids Production (mboed),1013,Project Silver Peak |Main Plan,39
2038,Revenue Generating Total Prod (mboe),1015,Project Blue Horizon |Main Plan,32.485
2038,Revenue Generating Total Prod (mboe),1015,Project Granite Basin |Main Plan,11.315
2038,Revenue Generating Total Prod (mboe),1015,Project Ironwood |Main Plan,0.365
2038,Revenue Generating Total Prod (mboe),1015,Project Northstar |Main Plan,6.935
2038,Revenue Generating Total Prod (mboe),1015,Project Raven Rock |Main Plan,8.395
2038,Revenue Generating Total Prod (mboe),1015,Project Redcliff |Main Plan,6.205
2038,Revenue Generating Total Prod (mboe),1015,Project Silver Peak |Main Plan,14.235
2038,Gross Margin,2001,Project Blue Horizon |Main Plan,2003
2038,Gross Margin,2001,Project Cedar Point |Manual,820
2038,Gross Margin,2001,Project Eagle Pass |Manual,820
2038,Gross Margin,2001,Project Granite Basin |Main Plan,358
2038,Gross Margin,2001,Project Ironwood |Main Plan,14
2038,Gross Margin,2001,Project Northstar |Main Plan,462
2038,Gross Margin,2001,Project Raven Rock |Main Plan,213
2038,Gross Margin,2001,Project Redcliff |Main Plan,279
2038,Gross Margin,2001,Project Silver Peak |Main Plan,1013
2038,Total Cash Costs,2002,Project Blue Horizon |Main Plan,-548
2038,Total Cash Costs,2002,Project Cedar Point |Manual,-260
2038,Total Cash Costs,2002,Project Copper Bay |Main Plan,-1
2038,Total Cash Costs,2002,Project Eagle Pass |Manual,-260
2038,Total Cash Costs,2002,Project Granite Basin |Main Plan,-96
2038,Total Cash Costs,2002,Project Ironwood |Main Plan,-5
2038,Total Cash Costs,2002,Project Northstar |Main Plan,-236
2038,Total Cash Costs,2002,Project Raven Rock |Main Plan,-14
2038,Total Cash Costs,2002,Project Redcliff |Main Plan,-152
2038,Total Cash Costs,2002,Project Silver Peak |Main Plan,-213
2038,Production Costs,2003,Project Blue Horizon |Main Plan,-548
2038,Production Costs,2003,Project Cedar Point |Manual,-200
2038,Production Costs,2003,Project Copper Bay |Main Plan,-1
2038,Production Costs,2003,Project Eagle Pass |Manual,-200
2038,Production Costs,2003,Project Granite Basin |Main Plan,-74
2038,Production Costs,2003,Project Ironwood |Main Plan,-5
2038,Production Costs,2003,Project Northstar |Main Plan,-236
2038,Production Costs,2003,Project Raven Rock |Main Plan,-14
2038,Production Costs,2003,Project Redcliff |Main Plan,-72
2038,Production Costs,2003,Project Silver Peak |Main Plan,-161
2038,EBITDA,2004,Project Blue Horizon |Main Plan,1455
2038,EBITDA,2004,Project Cedar Point |Manual,560
2038,EBITDA,2004,Project Copper Bay |Main Plan,-1
2038,EBITDA,2004,Project Eagle Pass |Manual,560
2038,EBITDA,2004,Project Granite Basin |Main Plan,262
2038,EBITDA,2004,Project Ironwood |Main Plan,9
2038,EBITDA,2004,Project Northstar |Main Plan,226
2038,EBITDA,2004,Project Raven Rock |Main Plan,199
2038,EBITDA,2004,Project Redcliff |Main Plan,127
2038,EBITDA,2004,Project Silver Peak |Main Plan,800
2038,DD&A Charge,2005,Project Blue Horizon |Main Plan,-1021
2038,DD&A Charge,2005,Project Cedar Point |Manual,-370
2038,DD&A Charge,2005,Project Eagle Pass |Manual,-370
2038,DD&A Charge,2005,Project Granite Basin |Main Plan,-163
2038,DD&A Charge,2005,Project Highland Crest |Main Plan,-47
2038,DD&A Charge,2005,Project Ironwood |Main Plan,-3
2038,DD&A Charge,2005,Project Northstar |Main Plan,-65
2038,DD&A Charge,2005,Project Raven Rock |Main Plan,-131
2038,DD&A Charge,2005,Project Redcliff |Main Plan,-79
2038,DD&A Charge,2005,Project Silver Peak |Main Plan,-481
2038,Related Company Income,2006,Project Cedar Point |Manual,0
2038,Related Company Income,2006,Project Eagle Pass |Manual,0
2038,Underlying RCOP,2007,Project Blue Horizon |Main Plan,434
2038,Underlying RCOP,2007,Project Cedar Point |Manual,200
2038,Underlying RCOP,2007,Project Copper Bay |Main Plan,-1
2038,Underlying RCOP,2007,Project Eagle Pass |Manual,200
2038,Underlying RCOP,2007,Project Granite Basin |Main Plan,99
2038,Underlying RCOP,2007,Project Highland Crest |Main Plan,-47
2038,Underlying RCOP,2007,Project Ironwood |Main Plan,6
2038,Underlying RCOP,2007,Project Northstar |Main Plan,161
2038,Underlying RCOP,2007,Project Raven Rock |Main Plan,68
2038,Underlying RCOP,2007,Project Redcliff |Main Plan,48
2038,Underlying RCOP,2007,Project Silver Peak |Main Plan,319
2038,Working Capital Changes (SEA),3001,Project Blue Horizon |Main Plan,9
2038,Working Capital Changes (SEA),3001,Project Cedar Point |Manual,-100
2038,Working Capital Changes (SEA),3001,Project Copper Bay |Main Plan,-23
2038,Working Capital Changes (SEA),3001,Project Eagle Pass |Manual,-100
2038,Working Capital Changes (SEA),3001,Project Granite Basin |Main Plan,-167
2038,Working Capital Changes (SEA),3001,Project Highland Crest |Main Plan,-4
2038,Working Capital Changes (SEA),3001,Project Raven Rock |Main Plan,1
2038,Working Capital Changes (SEA),3001,Project Redcliff |Main Plan,-37
2038,Working Capital Changes (SEA),3001,Project Silver Peak |Main Plan,-141
2038,Working Capital Changes (SEA),3001,Project Stonehaven |Main Plan,-12
2038,Decommissioning Payments,3002,Project Cedar Point |Manual,-100
2038,Decommissioning Payments,3002,Project Copper Bay |Main Plan,-14
2038,Decommissioning Payments,3002,Project Eagle Pass |Manual,-100
2038,Decommissioning Payments,3002,Project Granite Basin |Main Plan,-213
2038,Decommissioning Payments,3002,Project Highland Crest |Main Plan,-4
2038,Decommissioning Payments,3002,Project Redcliff |Main Plan,-38
2038,Decommissioning Payments,3002,Project Silver Peak |Main Plan,-132
2038,Decommissioning Payments,3002,Project Stonehaven |Main Plan,-12
2038,Lease Interest paid,3003,Project Cedar Point |Manual,0
2038,Lease Interest paid,3003,Project Eagle Pass |Manual,0
2038,Total Dividend Received,3004,Project Cedar Point |Manual,0
2038,Total Dividend Received,3004,Project Eagle Pass |Manual,0
2038,Operating Cashflow,3005,Project Blue Horizon |Main Plan,1460
2038,Operating Cashflow,3005,Project Cedar Point |Manual,470
2038,Operating Cashflow,3005,Project Copper Bay |Main Plan,-24
2038,Operating Cashflow,3005,Project Eagle Pass |Manual,470
2038,Operating Cashflow,3005,Project Granite Basin |Main Plan,94
2038,Operating Cashflow,3005,Project Highland Crest |Main Plan,-5
2038,Operating Cashflow,3005,Project Ironwood |Main Plan,8
2038,Operating Cashflow,3005,Project Northstar |Main Plan,225
2038,Operating Cashflow,3005,Project Raven Rock |Main Plan,199
2038,Operating Cashflow,3005,Project Redcliff |Main Plan,89
2038,Operating Cashflow,3005,Project Silver Peak |Main Plan,658
2038,Operating Cashflow,3005,Project Stonehaven |Main Plan,-12
2038,Cash Capex,3006,Project Blue Horizon |Main Plan,-1031
2038,Cash Capex,3006,Project Cedar Point |Manual,-180
2038,Cash Capex,3006,Project Copper Bay |Main Plan,-1
2038,Cash Capex,3006,Project Eagle Pass |Manual,-180
2038,Cash Capex,3006,Project Granite Basin |Main Plan,-31
2038,Cash Capex,3006,Project Ironwood |Main Plan,-3
2038,Cash Capex,3006,Project Northstar |Main Plan,-34
2038,Cash Capex,3006,Project Raven Rock |Main Plan,-23
2038,Cash Capex,3006,Project Redcliff |Main Plan,-13
2038,Cash Capex,3006,Project Silver Peak |Main Plan,-286
2038,Cash Flow from Sale of Operations,3007,Project Cedar Point |Manual,0
2038,Cash Flow from Sale of Operations,3007,Project Eagle Pass |Manual,0
2038,Pre Tax Cash Flow,3008,Project Blue Horizon |Main Plan,429
2038,Pre Tax Cash Flow,3008,Project Cedar Point |Manual,300
2038,Pre Tax Cash Flow,3008,Project Copper Bay |Main Plan,-25
2038,Pre Tax Cash Flow,3008,Project Eagle Pass |Manual,300
2038,Pre Tax Cash Flow,3008,Project Granite Basin |Main Plan,63
2038,Pre Tax Cash Flow,3008,Project Highland Crest |Main Plan,-5
2038,Pre Tax Cash Flow,3008,Project Ironwood |Main Plan,5
2038,Pre Tax Cash Flow,3008,Project Northstar |Main Plan,186
2038,Pre Tax Cash Flow,3008,Project Raven Rock |Main Plan,176
2038,Pre Tax Cash Flow,3008,Project Redcliff |Main Plan,76
2038,Pre Tax Cash Flow,3008,Project Silver Peak |Main Plan,372
2038,Pre Tax Cash Flow,3008,Project Stonehaven |Main Plan,-12
2038,Capital Employed,4001,Project Blue Horizon |Main Plan,375
2038,Capital Employed,4001,Project Cedar Point |Manual,1670
2038,Capital Employed,4001,Project Copper Bay |Main Plan,109
2038,Capital Employed,4001,Project Eagle Pass |Manual,1670
2038,Capital Employed,4001,Project Granite Basin |Main Plan,-3
2038,Capital Employed,4001,Project Highland Crest |Main Plan,2113
2038,Capital Employed,4001,Project Ironwood |Main Plan,83
2038,Capital Employed,4001,Project Northstar |Main Plan,-56
2038,Capital Employed,4001,Project Raven Rock |Main Plan,-1292
2038,Capital Employed,4001,Project Redcliff |Main Plan,174
2038,Capital Employed,4001,Project Silver Peak |Main Plan,1097
2038,Capital Employed,4001,Project Stonehaven |Main Plan,12
2039,Total Production (mboed),1001,Project Blue Horizon |Main Plan,99
2039,Total Production (mboed),1001,Project Cedar Point |Manual,20
2039,Total Production (mboed),1001,Project Eagle Pass |Manual,20
2039,Total Production (mboed),1001,Project Granite Basin |Main Plan,29
2039,Total Production (mboed),1001,Project Ironwood |Main Plan,0
2039,Total Production (mboed),1001,Project Northstar |Main Plan,18
2039,Total Production (mboed),1001,Project Raven Rock |Main Plan,17
2039,Total Production (mboed),1001,Project Redcliff |Main Plan,16
2039,Total Production (mboed),1001,Project Silver Peak |Main Plan,36
2039,Oil Production (mb/d),1002,Project Blue Horizon |Main Plan,99
2039,Oil Production (mb/d),1002,Project Cedar Point |Manual,20
2039,Oil Production (mb/d),1002,Project Eagle Pass |Manual,20
2039,Oil Production (mb/d),1002,Project Granite Basin |Main Plan,4
2039,Oil Production (mb/d),1002,Project Ironwood |Main Plan,0
2039,Oil Production (mb/d),1002,Project Northstar |Main Plan,18
2039,Oil Production (mb/d),1002,Project Raven Rock |Main Plan,0
2039,Oil Production (mb/d),1002,Project Redcliff |Main Plan,2
2039,Oil Production (mb/d),1002,Project Silver Peak |Main Plan,36
2039,NGL Production (mb/d),1003,Project Cedar Point |Manual,0
2039,NGL Production (mb/d),1003,Project Eagle Pass |Manual,0
2039,NGL Production (mb/d),1003,Project Raven Rock |Main Plan,0
2039,NGL Production (mb/d),1003,Project Redcliff |Main Plan,0
2039,Gas Production (mmscf/d),1004,Project Granite Basin |Main Plan,144
2039,Gas Production (mmscf/d),1004,Project Ironwood |Main Plan,1
2039,Gas Production (mmscf/d),1004,Project Raven Rock |Main Plan,97
2039,Gas Production (mmscf/d),1004,Project Redcliff |Main Plan,74
2039,Revenue Generating Total Prod (mboed),1005,Project Blue Horizon |Main Plan,99
2039,Revenue Generating Total Prod (mboed),1005,Project Cedar Point |Manual,20
2039,Revenue Generating Total Prod (mboed),1005,Project Eagle Pass |Manual,20
2039,Revenue Generating Total Prod (mboed),1005,Project Granite Basin |Main Plan,29
2039,Revenue Generating Total Prod (mboed),1005,Project Ironwood |Main Plan,0
2039,Revenue Generating Total Prod (mboed),1005,Project Northstar |Main Plan,18
2039,Revenue Generating Total Prod (mboed),1005,Project Raven Rock |Main Plan,17
2039,Revenue Generating Total Prod (mboed),1005,Project Redcliff |Main Plan,14
2039,Revenue Generating Total Prod (mboed),1005,Project Silver Peak |Main Plan,36
2039,Gas - Non-Revenue Generating Prod (mmscfd),1008,Project Redcliff |Main Plan,-8
2039,Equity Accounted Total Production (mboed),1009,Project Cedar Point |Manual,0
2039,Equity Accounted Total Production (mboed),1009,Project Eagle Pass |Manual,0
2039,Liquids Production (mboed),1013,Project Blue Horizon |Main Plan,99
2039,Liquids Production (mboed),1013,Project Cedar Point |Manual,20
2039,Liquids Production (mboed),1013,Project Eagle Pass |Manual,20
2039,Liquids Production (mboed),1013,Project Granite Basin |Main Plan,4
2039,Liquids Production (mboed),1013,Project Ironwood |Main Plan,0
2039,Liquids Production (mboed),1013,Project Northstar |Main Plan,18
2039,Liquids Production (mboed),1013,Project Raven Rock |Main Plan,0
2039,Liquids Production (mboed),1013,Project Redcliff |Main Plan,2
2039,Liquids Production (mboed),1013,Project Silver Peak |Main Plan,36
2039,Revenue Generating Total Prod (mboe),1015,Project Blue Horizon |Main Plan,36.135
2039,Revenue Generating Total Prod (mboe),1015,Project Granite Basin |Main Plan,10.585
2039,Revenue Generating Total Prod (mboe),1015,Project Ironwood |Main Plan,0
2039,Revenue Generating Total Prod (mboe),1015,Project Northstar |Main Plan,6.57
2039,Revenue Generating Total Prod (mboe),1015,Project Raven Rock |Main Plan,6.205
2039,Revenue Generating Total Prod (mboe),1015,Project Redcliff |Main Plan,5.11
2039,Revenue Generating Total Prod (mboe),1015,Project Silver Peak |Main Plan,13.14
2039,Gross Margin,2001,Project Blue Horizon |Main Plan,2274
